,448560,in,unlocked,2015-04-27,07:14:34,14.000001000000,66104603b7277cfe33ff7204214d0bf2c606d4b41da91504525600a2de780bef,0000000000000000,0.000000000000,WmsSWg:14.000001000000,0,-,
,448825,in,unlocked,2015-04-27,11:18:30,58.000001000000,6a810785c9218779d219c4bbbd3cb68055fea8b366c24cf42aa1578f1565ff03,0000000000000000,0.000000000000,WmsSWg:58.000001000000,0,-,
,449016,in,unlocked,2015-04-27,13:06:46,26.474706501125,0599e2d3b72496fabdd24c7d0257865058148519fb7c60228e2b5644e8825cc9,0000000000000000,0.000000000000,WmsSWg:26.474706501125,0,-,
,452046,in,unlocked,2015-04-29,15:50:02,50.000000000000,7b29583d2b67fb080fa131190320d0a2ec752bdfbb09a79a55e906844bea7e9c,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
,452848,in,unlocked,2015-04-30,04:21:56,114.000000000000,67440facf3e73b71822c54eece8683aa99e2ce56b5ef64608750a5b88390f505,0000000000000000,0.000000000000,WmsSWg:114.000000000000,0,-,
,453161,in,unlocked,2015-04-30,09:16:50,100.000000000000,5e5035c0d3a58ea07663db39da75b26c3252ceb72197b237c9b260ac7e3fe7e2,0000000000000000,0.000000000000,WmsSWg:100.000000000000,0,-,
,453427,in,unlocked,2015-04-30,13:14:12,44.351418729457,851e1b205d334b9a62bf795e53f6769ff6a825dff57faac39cd2934af0b842a6,0000000000000000,0.000000000000,WmsSWg:44.351418729457,0,-,
,453543,in,unlocked,2015-04-30,15:22:08,86.740000000000,452803e1c59164b423278f4203391421e400b1e4039f58d12062451602cc78c1,0000000000000000,0.000000000000,WmsSWg:86.740000000000,0,-,
,453680,in,unlocked,2015-04-30,18:03:07,50.000000000000,58ccfd7bf2d57100969d25934ead3c24eb6c503a7eba3472dfb7d19a0152113f,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
,453680,in,unlocked,2015-04-30,18:03:07,50.000000000000,c920c4cc05a740907a485a34ead25ac1fa5efa50020532d1edef5f2da0cf3a6b,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
,453681,in,unlocked,2015-04-30,18:03:22,50.000000000000,d1eecf88efa78fa667c5a2a1c571ce64c8a2d239d4222c406ce43bef8b48192a,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
,453681,in,unlocked,2015-04-30,18:03:22,50.000000000000,fc476f83583f0bfa320efb9e37bf95d108d2072f11db3937e526d50f59cd8a1f,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
,453682,in,unlocked,2015-04-30,18:04:05,50.000000000000,bb38c9cc3f0853874e3577837be9237aee268f497b0e85dac59e1889b994faaa,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
,453683,in,unlocked,2015-04-30,18:06:18,50.000000000000,fc013297df34884fee7ca2aef0b9a8c767469663865ecebe032273a73d4d3a81,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
,453684,in,unlocked,2015-04-30,18:07:19,50.000000000000,f8b3009d217520a94fb25d594067db0feaddc6b5b47815a93a1a5025650d3e5a,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
,453685,in,unlocked,2015-04-30,18:12:20,50.000000000000,aa873ff9b9676a17c1ef5182183f10f9ed5af03afe8c6020bfb308acd42f8ff6,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
,453686,in,unlocked,2015-04-30,18:12:25,50.000000000000,d9859886ae520340e29b5e699bbfaa741a5effedca109ef5e3a5886fbb1a3eb1,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
,453687,in,unlocked,2015-04-30,18:12:40,50.000000000000,693b87d843817f9f28994dc5a3aa5ec88f703ec8149c48e29db27e53b5d094f1,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
,453688,in,unlocked,2015-04-30,18:15:32,50.000000000000,c7b95ae988a3363b655fd9b465e74a4e1434b58e4b6749f45bba44f65a2c0f82,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
,453689,in,unlocked,2015-04-30,18:15:39,50.000000000000,f7750603d2a8eefa897f244ec033818cb5f86f8f71eb3207b891f8acb394c679,0000000000000000,0.000000000000,WmsSWg:50.000000000000,0,-,
